Person Id,Computer Skills,Additional Skills,Skillset,Work Experience,Work Designation,Education,Education Specialization,VRF ID,Seva Dept,Job Description,Skills/Keyword,Seva Allocation Accurate or not,Not understood/little confusion/some doubt,Comment
395168,I have only basic knowledge about computer,Teaching,Environment / Agriculture/ Farmer,Mukundasen English Boarding school,Level head in primary class,Bachelor of Science (B.Sc),On teaching field for 4 years,Hata Yoga School - Dining Support - 2384,Hata Yoga School,"Need Volunteers to support with daily dining activity of the Hatha Yoga Teacher Training Program. Full-time support needed. We need a combination of both male and female volunteers; 
enough male volunteers needed for lifting, shifting food and materials",Soft Skills / Fit for Physical Seva,1,,
357097,Microsoft Office,gardening,Soft Skills / Fit for Physical Seva,ESE Engineering und Software-Entwicklung GmbH,Project leader,Bachelor of Science (B.Sc),Organisation studies,Sadhanapada - Video calls - Interviews - 2741,Sadhanapada,"Overseas Applications
- Taking Interviews through Video call and in-person
- Putting the required information into system""",Soft Skills / Articulate in communication,1,1,
395088,"English Typing is pretty fast, Basic knowledge of Photoshop and designing. Basic knowledge in powerpoint, Excel.",running 2 clothing stores,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Reach Educational Services Pvt.Ltd.,Documentation Officer,HSC/12,Computer Science,IPC - Administrative Activities (Back Office) - 2875,IPC,"IPC MSR Back Office -

3 volunteers  for  ""1. Fixing and Participating in calls and taking meeting notes 
2. Following up on the action items with the verticals coord through calls""

1 volunteer for ""Enquiries handling & converting as registration for IE/Hathayoga/Free Yoga""",Basic Computer Skills / Data Entry skills,1,,
395042,"Word, Google Suite and Jira",Friendly,Soft Skills / Articulate in communication,Elena Potek LLC,Copywriter and Coach,Bachelor of Arts (B.A.),Creative Writing and Literature,Emedia Operations - Content Writer - 2544,E-Media Panel / Emedia Operations,To develop a world class Content Game incorporating the latest technology and the trends thereby taking Sadhguru wisdom to the Gaming Audience. Has 3 to 5 years experience in this industry,Emedia / Active on Social Media,1,,
390098,"Proficient in Application Support 
Masters in computer Applications  
Experienced in Network Support",IT support,IT / Data Analyst,Alberta Health Services,IT Support Analyst,Master of Engineering (M.E.),,Guest care - Guest Care Support - 2348,IYC Communications / Guest care,"A Guestcare volunteer, play a pivotal role in ensuring the smooth execution of high-profile VIP visits to our Isha Yoga Centre. Responsibilities include providing support by guiding guests through our facilities and articulating the impact of Isha's diverse projects with eloquence. As the face of our organization, they must embody presentability. In majority of the visits, these volunteers are the  first touch point for guests. Guestcare volunteer not only represents the values of Isha but also shapes the first impression our guests have of us. Later in many cases these guests have supported Isha in big ways. WIll be good to have an Indian",Soft Skills / Articulate in communication,1,1,
344967,"Advanced skills, very comfortable with technology, computers, and other gadgets. Also have good understanding of computer hardware and software, troubleshooting, installing, upgrading, and fixing computers and related accessories such as printers, modems, cameras, etc.",,Corporate / Bank Manager,Scotiabank,Senior Manager,Bachelor of Business Administration (B.B.A.),,Sadhanapada - Video calls - Interviews - 2741,Sadhanapada,"Overseas Applications
- Taking Interviews through Video call and in-person
- Putting the required information into system""",Soft Skills / Articulate in communication,0,,
370254,Have knowledge about computer,,IT / IT / Developer,Infosys,Software Engineer,Bachelor of Technology (B.Tech),Textiles,Archives - Transcription - 2457,Archives,"1. English - Backlog Transcription, completing Tamil content in English files.
2. Tamil - Proofreading backlog files, completing English content in Tamil files
3. Edited - Proofreading backlog files",Media and Communication / Content Writer,0,,Language
343980,Good in Basic computer skills,safety officer,Engineering / Mechanial EngineerBasic Computer Skills / Basic Computer (MS Office and Email) Skills,TronoxKmart,Occupational Health and Safety Officer,Master of Engineering (M.E.)Master of Engineering (M.E.)Master of Engineering (M.E.),Mechanical Engineering,Ashram Administration - Safety Professionals - 2837,Ashram Administration,"Roles and responsibilities of the safety personnel: 

·      Preparation of safety plan and ensuring implementation of the same across the ashram and work sites.

 - Preparing and imparting training to all personnel on various OH&S related topics such as hazardous chemical Safety, PPE etc.
- Daily inspection of work sites to identify unsafe work patterns and hazards. And follow up on safety measures on identified hazards.
-  Conduct safety induction and job orientation for new employees and sevadaars.
- Scheduling and conducting regular safety meetings for job supervisors and engineers. Ensure that job supervision teams attend the meetings.
- Ensuring job supervisors conduct daily tool box meeting with all personnel on attendance.
- Provide appropriate topics for meetings and initiate follow up on HSE concerns addressed during these meetings.
- Conducting incident investigation and preparing the safety recommendation reports and follow up on the same compliance.
- Conducting risk assessment of critical activities. Follow up, monitor and ensure implementation of mitigation measures on the identified risks.
- Responding and undertaking duties in accordance with evacuation plan and site emergency preparedness.
- 	Organising safety campaigns and other safety promotional activities to enhance awareness on safety issues and inculcate safe work culture at the workplace.
- Identifying the statutory requirements and local safety regulations and ensuring the same implementation.
-  Conducting monthly inspection of all fire extinguishers and emergency equipment provided across the ashram work sites.
- Conducting regular inspection of heavy equipment such as cranes,  Scaffolding platforms and man-lift etc.
- Preparing safe work practices and other documentation relates to safety and maintaining the same records.",Engineering / Engineering - Others,1,,
324801,I am a software engineer by profession,Software engineer - Backend support,Engineering / Engineering - Others,Amazon,Software engineer,Master of Science (M.Sc),Computer science,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,good software engineering background
394721,"MS Office suit 
CRM & work flow management tools 
Google Aps",knows and teaches Sanskrit,Corporate / Operations Manager,AAFP,Operations Manager,Bachelor of Arts (B.A.),English Lit,Sadhanapada - Video calls - Interviews - 2697,Sadhanapada,"Indian Applications - ~ Manage and coordinate scheduling and video calls:
        - Pre-call activities (scheduling, invitations, etc.)
        - Video call participation
        - Post-call activities (follow-up, etc.)
~ Monitor daily and weekly performance metrics (numbers and targets)
~ Proactively take initiative in their work
Experience should be in any customer facing roles such as sales, entrepreneur (not a small business owner),  hotel front office, customer support, etc.",Soft Skills / Strong Interpersonal skills (Coordinator),0,1,
394526,"Micrisoft office, google suite, Data analysis and visualization tools, Python, R, Power BI, Tableau, SQL, Databricks, etc.",Learned little video editing by her own.,IT / Data Analyst,CBC / Radio - Canada,Senior Analyst,Master of Science (M.Sc),Applied Cognition & Neuroscience (Psychology),Sadhanapada - Growth Strategist - 2872,Sadhanapada,Sadhanapada Indian Applications - Process Improvement,Corporate / Operations Manager,1,,
329562,"MS word and powerpoint 
Some photoshop and video editing",Art work / Teaching ,Education / Arts and Crafts Teacher,Staffordshire County Council,Teacher,Bachelor of Education (B.Ed.),Primary Education,Isha Vidhya - Class Teacher - Middle School - 2569,Isha Vidhya,"support in making manual, workbook and assessment papers for class 1-8",Soft Skills / Articulate in communication,1,,
317419,i can use the computer for simple things,Waitress.,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Restaurant ''Sacheburache'',waitress,Diploma,,Global Languages Publications - Italian Translator - 2263,Global Languages Publications,"Italian Proofreader	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language
Italian Video Editor	Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides",Soft Skills / Articulate in communication,1,,
