Request Name,Job Title,Job Description,Department,Gender Preference,# of Volunteers,Stage,Skills/Keywords,Add'l Skills,Languages,Work Experience Needed?,Number of Years,Educational Qualification
Learning & Development - Session Facilitator - 2662,Session Facilitator,"1. Conduting sessions on soft skills.
2. Teaching or coaching experience required
3. Ability to visualize and conduct the designs.",Learning & Development,Any,2,Approved,Media and Communication / Soft Skills Trainer,Education / Curriculum / Instruction Designer,,0,,Bachelor of Arts (B.A.)
Inner Engineering Online - Copywriter & Script Writer - 2663,Copywriter & Script Writer,Develop compelling copy and scripts for marketing materials and multimedia. Experienced in both copywriting and scriptwriting; Emedia.,Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,Media and Communication / Creative Writer,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,English (US),1,0 ~ 5,
,,,,,,,,Media and Communication / Editor,,,,
,,,,,,,,Soft Skills / Enthusiastic,,,,
Inner Engineering Online - Graphic Designer - 2664,Graphic Designer,"Design visually appealing assets using creative, skilled graphic design. Has prior graphic designing experience",Isha Programs and Communications / Inner Engineering Online,Any,2,Approved,Arts and Crafts / Graphic Designer,Arts and Crafts / Illustrator,,1,0 ~ 5,
,,,,,,,,Arts and Crafts / Video Editor,,,,
Inner Engineering Online - Video Editor - 2665,Video Editor,"Edit and process video content to enhance quality, storytelling, and visual appeal. Prior experience in video editing softwares and knowledge in editing techniques.",Isha Programs and Communications / Inner Engineering Online,Any,2,Approved,Arts and Crafts / Video Editor,Arts and Crafts / Film Cinematographer,,1,0 ~ 5,
,,,,,,,,Arts and Crafts / Photographer,,,,
Inner Engineering Online - Live Streaming Support - 2666,Live Streaming Support,"Provide technical and operational support to ensure seamless delivery of live programs. Has prior experience in live video production, strong technical aptitude",Isha Programs and Communications / Inner Engineering Online,Any,2,Approved,IT / IT - Others,Arts and Crafts / Film Producer,,1,0 ~ 5,
Inner Engineering Online - Social media Manager - 2667,Social media Manager,"Prior experience or interest in Social Media. Understanding of social media platforms, trends, and analytics.",Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,Emedia / Digital Marketing,Soft Skills / Articulate in communication,English (US),1,0 ~ 5,
Inner Engineering Online - Content Manager - 2668,Content Manager,Finding content for videos and reels for various marketing campaigns. Gather requirements and content and coordinate with other teams. Ensure the quality of the content. Emedia,Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,Emedia / Digital Marketing,,English (US),0,,
Inner Engineering Online - Content Researcher - 2669,Content Researcher,Responsible for researching and gathering information to create content.,Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,General / Researcher,,English (US),0,,
Inner Engineering Online - Content Support - 2670,Content Support,Schedule posts on Linkedin for Isha Corporate Solutions & ensure content meets quality standards.,Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,Media and Communication / Content Writer,,English (US),1,0 ~ 5,
Inner Engineering Online - Content Strategist - 2671,Content Strategist,Develop and implement a comprehensive content strategy that aligns with the overall marketing and business objectives.,Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,Media and Communication / Content Writer,,English (US),1,0 ~ 5,
Inner Engineering Online - Coordinating Activities - 2672,Coordinating Activities,Will be coordinating between corporate client needs and communicating to relevant Isha teams,Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,Soft Skills / Strong Interpersonal skills (Coordinator),Soft Skills / Articulate in communication,,1,0 ~ 5,
Inner Engineering Online - Growth Strategist - 2673,Growth Strategist,Develop and implement strategies to drive growth of IE; identifying new market opportunities and optimizing existing operations.,Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,IT / Business Analyst,Corporate / Director/ CXO,English (US),1,0 ~ 5,
Inner Engineering Online - Market Research - 2674,Market Research,"Conduct market analysis to gather insights into customer needs, competitor activities, and industry trends, informing business decisions.",Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,IT / Data Analyst,,English (US),0,,
Inner Engineering Online - Marketing Manager/ Executive - 2675,Marketing Manager/ Executive,Oversee the development and execution of marketing campaigns and initiatives to promote IE.,Isha Programs and Communications / Inner Engineering Online,Any,7,Approved,Corporate / Marketing & Branding Manager,Corporate / Media Manager,English (US),1,0 ~ 5,
ARR - FPO Farmer Support - Platform Manager - 2676,Platform Manager,"Responsible for managing and maintaining LinkedIn for Isha Corporate Solutions, ensuring optimal user experience.",Outreach / Action For Rural Rejuvenation / ARR - FPO Farmer Support,Any,1,Closed,Corporate / Media Manager,Emedia / Digital Marketing,English (US),0,,
Inner Engineering Online - Platform Manager - 2677,Platform Manager,"Responsible for managing and maintaining LinkedIn for Isha Corporate Solutions, ensuring optimal user experience.",Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,Corporate / Media Manager,Emedia / Digital Marketing,English (US),0,,
Inner Engineering Online - Project Manager - 2678,Project Manager,"Plan, organize, and oversee the execution of projects, coordinate team efforts and ensure project goals are met on time and within budget.",Isha Programs and Communications / Inner Engineering Online,Any,2,Approved,IT / Product Manager,Soft Skills / Strong Interpersonal skills (Coordinator),Hindi / हिंदी,1,0 ~ 5,
,,,,,,,,,English (US),,,
Inner Engineering Online - Researcher - 2679,Researcher,"Do internet research for background information on company, people, domains like employee wellbeing, stress, health, mental health etc",Isha Programs and Communications / Inner Engineering Online,Any,1,Approved,General / Researcher,Medical / Medical Researchers,English (US),1,0 ~ 5,
Overseas Coordination Office - Administrative Activities (Back Office) - 2680,Administrative Activities (Back Office),Responding to emails and facilitating medical approval through clinic for cottage stay.,Overseas Coordination Office,Any,1,Approved,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Soft Skills / Articulate in communication,,1,0 ~ 5,
Overseas Coordination Office - Video calls - Interviews - 2681,Video calls - Interviews,Having in depth video calls with volunteer applicants,Overseas Coordination Office,Any,1,Approved,Soft Skills / Articulate in communication,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,1,0 ~ 5,
Overseas Coordination Office - Front Office Activities - 2682,Front Office Activities,Completing overseas guests formalities before they check-in to the ashram,Overseas Coordination Office,Any,4,Approved,Soft Skills / Articulate in communication,,English (US),0,,
